V240001,version,V243001,V243002,V243050,V243051,V243052,V243053,V243054,V243060,V243061,V243062,V243063,V245001,V245010
140227,ANES2024TimeSeries_20250808,NY,NA,20240817,114037,20240817,121229,.,20241115,115945,20241115,120018,-1. Inapplicable,-1. Inapplicable
140228,ANES2024TimeSeries_20250808,CA,NA,20240813,152456,20240813,162539,.,20241206,204916,20241206,220135,-1. Inapplicable,-1. Inapplicable
140229,ANES2024TimeSeries_20250808,NE,NA,20240808,191300,20240808,201653,.,20241122,084246,20241122,094641,-1. Inapplicable,-1. Inapplicable
140230,ANES2024TimeSeries_20250808,NH,NA,20240816,214322,20240816,232429,.,20241114,144541,20241114,144830,-1. Inapplicable,-1. Inapplicable
140231,ANES2024TimeSeries_20250808,NV,NA,20240902,175326,20240902,203738,.,20250117,111028,20250117,130404,-1. Inapplicable,-1. Inapplicable
140232,ANES2024TimeSeries_20250808,MD,NA,20240823,184122,20241105,002611,.,20241118,224012,20241118,224023,-1. Inapplicable,-1. Inapplicable
140233,ANES2024TimeSeries_20250808,CA,NA,20240813,154622,20240813,170033,.,20241114,132051,20241114,132103,-1. Inapplicable,-1. Inapplicable
140234,ANES2024TimeSeries_20250808,TN,NA,20240813,201408,20241013,143553,.,20241119,161437,20241119,161451,-1. Inapplicable,-1. Inapplicable
140235,ANES2024TimeSeries_20250808,AZ,NA,20240830,140325,20240830,150253,.,20241222,070251,.,-1,-1. Inapplicable,-1. Inapplicable
140236,ANES2024TimeSeries_20250808,NY,NA,20240902,180741,20240902,190612,.,20241124,140114,20241124,145433,-1. Inapplicable,-1. Inapplicable
140237,ANES2024TimeSeries_20250808,FL,NA,20240813,170327,20240814,154040,.,20241217,155658,20241218,113818,-1. Inapplicable,-1. Inapplicable
140238,ANES2024TimeSeries_20250808,WI,NA,20240812,201405,20240812,211538,.,20241119,151637,20241119,151648,-1. Inapplicable,-1. Inapplicable
140239,ANES2024TimeSeries_20250808,FL,NA,20241009,154804,20241009,170615,.,20241226,091345,20241226,101831,-1. Inapplicable,-1. Inapplicable
140241,ANES2024TimeSeries_20250808,CA,NA,20240818,142955,20240818,213249,.,20241118,210903,20241118,210917,-1. Inapplicable,-1. Inapplicable
140242,ANES2024TimeSeries_20250808,TX,NA,20240812,212716,20240812,223219,.,20241122,152831,20241122,213537,-1. Inapplicable,-1. Inapplicable
140243,ANES2024TimeSeries_20250808,CA,NA,20240808,201634,20240808,222236,.,20241114,120601,20241114,120700,-1. Inapplicable,-1. Inapplicable
140245,ANES2024TimeSeries_20250808,WA,NA,20240814,202136,20240814,223232,.,20241222,090852,20241222,113238,-1. Inapplicable,-1. Inapplicable
140249,ANES2024TimeSeries_20250808,TX,NA,20241017,100343,20241017,110249,.,20241125,104949,20241125,114612,-1. Inapplicable,-1. Inapplicable
140250,ANES2024TimeSeries_20250808,CO,NA,20240826,121723,20240826,125240,.,20250119,004714,20250119,013548,-1. Inapplicable,-1. Inapplicable
140251,ANES2024TimeSeries_20250808,NY,NA,20240812,180903,20240812,205013,.,20250117,195730,20250117,215510,-1. Inapplicable,-1. Inapplicable
140252,ANES2024TimeSeries_20250808,PA,NA,20240820,174141,20240820,183752,.,20250123,184751,20250123,193823,-1. Inapplicable,-1. Inapplicable
140253,ANES2024TimeSeries_20250808,NC,NA,20240814,174220,20240814,185616,.,20241113,201036,20241113,201050,-1. Inapplicable,-1. Inapplicable
140254,ANES2024TimeSeries_20250808,CA,NA,20240808,220020,20240808,233557,.,20241120,181618,20241120,202238,-1. Inapplicable,-1. Inapplicable
140255,ANES2024TimeSeries_20250808,GA,NA,20240809,075509,20240809,092123,.,20241114,152003,20241114,152013,-1. Inapplicable,-1. Inapplicable
140258,ANES2024TimeSeries_20250808,CO,NA,20240814,083452,20241005,180101,.,20241121,023526,20241121,032857,-1. Inapplicable,-1. Inapplicable
140259,ANES2024TimeSeries_20250808,MI,NA,20240808,194258,20240816,150815,.,20241113,203811,20241113,203834,-1. Inapplicable,-1. Inapplicable
140260,ANES2024TimeSeries_20250808,CA,NA,20240818,151936,20240818,171612,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
140261,ANES2024TimeSeries_20250808,IN,NA,20240820,085144,20240820,095219,.,20250121,083058,20250121,095220,-1. Inapplicable,-1. Inapplicable
140263,ANES2024TimeSeries_20250808,KY,NA,20240808,190806,20240809,213004,.,20241113,221802,20241113,221807,-1. Inapplicable,-1. Inapplicable
140264,ANES2024TimeSeries_20250808,IN,NA,20241010,110314,20241010,131930,.,20241126,103948,20241126,121025,-1. Inapplicable,-1. Inapplicable
140266,ANES2024TimeSeries_20250808,OH,NA,20240811,221829,20240812,084439,.,20241118,192659,20241118,192715,-1. Inapplicable,-1. Inapplicable
140267,ANES2024TimeSeries_20250808,PA,NA,20240813,101647,20240813,112121,.,20241124,183335,20241124,195146,-1. Inapplicable,-1. Inapplicable
140268,ANES2024TimeSeries_20250808,CA,NA,20241020,191457,20241020,211804,.,20241215,205415,20241215,225942,-1. Inapplicable,-1. Inapplicable
140269,ANES2024TimeSeries_20250808,KS,NA,20240916,181423,20240916,192213,.,20241124,171119,20241124,183359,-1. Inapplicable,-1. Inapplicable
140270,ANES2024TimeSeries_20250808,FL,NA,20240809,193004,20240809,200737,.,20241113,184243,20241113,184258,-1. Inapplicable,-1. Inapplicable
140271,ANES2024TimeSeries_20250808,IL,NA,20240826,134349,20240826,145305,.,20241119,192432,20241119,192445,-1. Inapplicable,-1. Inapplicable
140273,ANES2024TimeSeries_20250808,TX,NA,20240809,084359,20240809,094204,.,20241113,211227,20241113,211255,-1. Inapplicable,-1. Inapplicable
140274,ANES2024TimeSeries_20250808,AL,NA,20240816,141631,20240816,165410,.,20241118,204956,20241118,205013,-1. Inapplicable,-1. Inapplicable
140275,ANES2024TimeSeries_20250808,TX,NA,20240812,152736,20240812,160448,.,20241113,231554,20241113,231609,-1. Inapplicable,-1. Inapplicable
140276,ANES2024TimeSeries_20250808,GA,NA,20240812,120911,20240812,130913,.,20241120,123037,20241120,123045,-1. Inapplicable,-1. Inapplicable
140277,ANES2024TimeSeries_20250808,TX,NA,20240817,215815,20240817,230933,.,20241126,222805,20241126,232204,-1. Inapplicable,-1. Inapplicable
140278,ANES2024TimeSeries_20250808,WA,NA,20240811,140847,20240811,151303,.,20241120,163200,20241120,181703,-1. Inapplicable,-1. Inapplicable
140279,ANES2024TimeSeries_20250808,FL,NA,20240808,205555,20240808,223403,.,20241113,223030,20241113,223049,-1. Inapplicable,-1. Inapplicable
140280,ANES2024TimeSeries_20250808,WI,NA,20240814,224757,20240815,015848,.,20241121,210553,20241121,235749,-1. Inapplicable,-1. Inapplicable
140281,ANES2024TimeSeries_20250808,IN,NA,20240827,111848,20240827,142509,.,20250118,103419,20250118,122008,-1. Inapplicable,-1. Inapplicable
140282,ANES2024TimeSeries_20250808,MI,NA,20240816,171114,20240816,184117,.,20241206,171002,20241206,184314,-1. Inapplicable,-1. Inapplicable
140283,ANES2024TimeSeries_20250808,MI,NA,20240918,130226,20240918,140046,.,20241119,162854,20241119,162900,-1. Inapplicable,-1. Inapplicable
140285,ANES2024TimeSeries_20250808,GA,NA,20240813,122127,20240813,130258,.,20241120,150351,20241120,150416,-1. Inapplicable,-1. Inapplicable
140286,ANES2024TimeSeries_20250808,CT,NA,20240817,202056,20240817,230429,.,20241123,121920,20241123,152041,-1. Inapplicable,-1. Inapplicable
140287,ANES2024TimeSeries_20250808,PA,NA,20240817,041246,20241011,093548,.,20241118,051412,20241118,051438,-1. Inapplicable,-1. Inapplicable
140288,ANES2024TimeSeries_20250808,MI,NA,20240810,161643,20240810,164053,.,20241113,204127,20241113,204137,-1. Inapplicable,-1. Inapplicable
140289,ANES2024TimeSeries_20250808,NJ,NA,20240831,150326,20240831,155514,.,20250116,093953,20250116,104155,-1. Inapplicable,-1. Inapplicable
140290,ANES2024TimeSeries_20250808,NJ,NA,20240814,214157,20240814,222408,.,20241120,181330,20241120,190024,-1. Inapplicable,-1. Inapplicable
140291,ANES2024TimeSeries_20250808,VT,NA,20240827,110503,20240827,131246,.,20241122,175601,20241122,193835,-1. Inapplicable,-1. Inapplicable
140292,ANES2024TimeSeries_20250808,KY,NA,20240812,131620,20240812,133740,.,20241207,125550,20241207,133335,-1. Inapplicable,-1. Inapplicable
140293,ANES2024TimeSeries_20250808,MI,NA,20240816,212630,20240816,222255,.,20241119,214549,20241119,214608,-1. Inapplicable,-1. Inapplicable
140294,ANES2024TimeSeries_20250808,WI,NA,20241005,125115,20241005,150230,.,20241221,111107,20241221,130909,-1. Inapplicable,-1. Inapplicable
140295,ANES2024TimeSeries_20250808,FL,NA,20240809,070842,20240809,074700,.,20241114,074735,20241114,074742,-1. Inapplicable,-1. Inapplicable
140296,ANES2024TimeSeries_20250808,IL,NA,20240812,172539,20240812,190124,.,20241119,171725,20241119,171747,-1. Inapplicable,-1. Inapplicable
140297,ANES2024TimeSeries_20250808,OH,NA,20240813,131137,20240813,140912,.,20241120,153208,20241120,153242,-1. Inapplicable,-1. Inapplicable
140298,ANES2024TimeSeries_20250808,WI,NA,20240813,163032,20240813,170502,.,20241119,165031,20241119,165042,-1. Inapplicable,-1. Inapplicable
140299,ANES2024TimeSeries_20250808,MD,NA,20240813,123452,20240813,130925,.,20241115,164720,20241115,164726,-1. Inapplicable,-1. Inapplicable
140300,ANES2024TimeSeries_20250808,FL,NA,20240820,172734,20240820,181717,.,20241114,043431,20241114,043438,-1. Inapplicable,-1. Inapplicable
140301,ANES2024TimeSeries_20250808,CA,NA,20240816,220459,20240817,000325,.,20250116,201044,20250117,205057,-1. Inapplicable,-1. Inapplicable
140302,ANES2024TimeSeries_20250808,WA,NA,20240813,171144,20240813,180151,.,20241125,124247,20241125,133809,-1. Inapplicable,-1. Inapplicable
140303,ANES2024TimeSeries_20250808,NJ,NA,20240828,105100,20240828,142928,.,20250211,182542,20250211,190944,-1. Inapplicable,-1. Inapplicable
140304,ANES2024TimeSeries_20250808,AZ,NA,20240913,125853,20240913,134149,.,20241210,180958,20241210,185314,-1. Inapplicable,-1. Inapplicable
140305,ANES2024TimeSeries_20250808,KS,NA,20240808,193133,20240808,210002,.,20241114,114149,20241114,150107,-1. Inapplicable,-1. Inapplicable
140306,ANES2024TimeSeries_20250808,MD,NA,20240824,181814,20240825,125531,.,20241120,134803,20241120,134821,-1. Inapplicable,-1. Inapplicable
140309,ANES2024TimeSeries_20250808,NE,NA,20240814,105053,20240814,114513,.,20241125,192156,20241203,144326,-1. Inapplicable,-1. Inapplicable
140310,ANES2024TimeSeries_20250808,WA,NA,20240812,165818,20240812,182704,.,20241118,170057,20241118,170123,-1. Inapplicable,-1. Inapplicable
140311,ANES2024TimeSeries_20250808,AZ,NA,20240815,165449,20240815,182535,.,20241120,165127,20241120,175011,-1. Inapplicable,-1. Inapplicable
140312,ANES2024TimeSeries_20250808,IN,NA,20240816,162459,20240816,172159,.,20241124,130823,20241124,135834,-1. Inapplicable,-1. Inapplicable
140313,ANES2024TimeSeries_20250808,MI,NA,20240812,221421,20240812,224915,.,20241113,214914,20241113,214921,-1. Inapplicable,-1. Inapplicable
140315,ANES2024TimeSeries_20250808,GA,NA,20240812,204016,20240812,223256,.,20241119,133305,20241119,133336,-1. Inapplicable,-1. Inapplicable
140316,ANES2024TimeSeries_20250808,NY,NA,20240903,234400,20240904,003324,.,20241122,160919,20241122,165629,-1. Inapplicable,-1. Inapplicable
140317,ANES2024TimeSeries_20250808,TX,NA,20240911,180315,20240911,203547,.,20241201,200251,20241201,214922,-1. Inapplicable,-1. Inapplicable
140319,ANES2024TimeSeries_20250808,NC,NA,20240924,182748,20240924,202347,.,20241119,182934,20241119,182948,-1. Inapplicable,-1. Inapplicable
140320,ANES2024TimeSeries_20250808,PA,NA,20240811,063634,20240811,105719,.,20241114,102325,20241114,102349,-1. Inapplicable,-1. Inapplicable
140321,ANES2024TimeSeries_20250808,NC,NA,20241015,212822,20241015,230916,.,20241115,165658,20241115,165719,-1. Inapplicable,-1. Inapplicable
140322,ANES2024TimeSeries_20250808,NY,NA,20240813,061005,20240813,075930,.,20241220,201429,20241220,211102,-1. Inapplicable,-1. Inapplicable
140323,ANES2024TimeSeries_20250808,NH,NA,20240909,160126,20240909,174158,.,20250115,161748,20250115,172816,-1. Inapplicable,-1. Inapplicable
140324,ANES2024TimeSeries_20250808,IN,NA,20240812,190549,20240812,204905,.,20241124,210651,20241124,223738,-1. Inapplicable,-1. Inapplicable
140325,ANES2024TimeSeries_20250808,NY,NA,20240810,232442,20240819,224237,.,20241210,100226,20241228,175348,-1. Inapplicable,-1. Inapplicable
140329,ANES2024TimeSeries_20250808,IN,NA,20240822,123825,20240822,133014,.,20241116,200332,20241116,200350,-1. Inapplicable,-1. Inapplicable
140330,ANES2024TimeSeries_20250808,MA,NA,20240809,202623,20240809,213457,.,20241220,183011,20241220,192629,-1. Inapplicable,-1. Inapplicable
140331,ANES2024TimeSeries_20250808,NC,NA,20240812,174810,20240812,203555,.,20250206,185918,20250206,223653,-1. Inapplicable,-1. Inapplicable
140332,ANES2024TimeSeries_20250808,FL,NA,20240906,144317,20240906,160055,.,20241114,084952,20241114,085004,-1. Inapplicable,-1. Inapplicable
140334,ANES2024TimeSeries_20250808,NJ,NA,20240819,143650,20240819,153041,.,20241121,163906,20241121,173520,-1. Inapplicable,-1. Inapplicable
140335,ANES2024TimeSeries_20250808,MD,NA,20240910,120535,20240910,142957,.,20241224,155711,20241224,170802,-1. Inapplicable,-1. Inapplicable
140336,ANES2024TimeSeries_20250808,AZ,NA,20240808,235359,20240809,003641,.,20241113,231318,20241113,231330,-1. Inapplicable,-1. Inapplicable
140337,ANES2024TimeSeries_20250808,AZ,NA,20240814,012805,20240814,023242,.,20241121,001745,20241121,012033,-1. Inapplicable,-1. Inapplicable
140339,ANES2024TimeSeries_20250808,FL,NA,20240816,235432,20240820,110617,.,20250116,101649,20250116,130739,-1. Inapplicable,-1. Inapplicable
140340,ANES2024TimeSeries_20250808,TX,NA,20240826,190704,20240827,035644,.,20250116,084126,20250117,141338,-1. Inapplicable,-1. Inapplicable
140341,ANES2024TimeSeries_20250808,AZ,NA,20240917,125507,20240917,143752,.,20241215,120616,20241215,134404,-1. Inapplicable,-1. Inapplicable
140343,ANES2024TimeSeries_20250808,CA,NA,20240826,165841,20240826,174440,.,20250117,100550,20250117,115557,-1. Inapplicable,-1. Inapplicable
140344,ANES2024TimeSeries_20250808,MN,NA,20240813,123253,20240826,164115,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
140345,ANES2024TimeSeries_20250808,KS,NA,20240826,205051,20240826,212454,.,20250115,174537,20250116,144832,-1. Inapplicable,-1. Inapplicable
140347,ANES2024TimeSeries_20250808,NC,NA,20240814,174042,20240814,182627,.,20241125,111234,20241125,114732,-1. Inapplicable,-1. Inapplicable
140348,ANES2024TimeSeries_20250808,FL,NA,20240817,104603,20240817,121118,.,20241130,112634,20241130,124749,-1. Inapplicable,-1. Inapplicable
140349,ANES2024TimeSeries_20250808,PA,NA,20241012,122018,20241012,140917,.,20241123,104507,20241123,111935,-1. Inapplicable,-1. Inapplicable
140350,ANES2024TimeSeries_20250808,IL,NA,20240808,210118,20240808,234618,.,20241119,214920,20241119,214942,-1. Inapplicable,-1. Inapplicable
140351,ANES2024TimeSeries_20250808,CO,NA,20240809,120117,20240809,131244,.,20241120,114215,20241120,114223,-1. Inapplicable,-1. Inapplicable
140352,ANES2024TimeSeries_20250808,SC,NA,20240809,153653,20240809,191811,.,20241121,142525,20241121,154538,-1. Inapplicable,-1. Inapplicable
140353,ANES2024TimeSeries_20250808,NM,NA,20240813,124602,20240813,145154,.,20241120,120911,20241120,120922,-1. Inapplicable,-1. Inapplicable
140354,ANES2024TimeSeries_20250808,FL,NA,20240813,131249,20240813,141411,.,20241121,092648,20241121,101613,-1. Inapplicable,-1. Inapplicable
140356,ANES2024TimeSeries_20250808,CO,NA,20240812,115907,20240812,124132,.,20241114,145256,20241114,145304,-1. Inapplicable,-1. Inapplicable
140357,ANES2024TimeSeries_20250808,PA,NA,20241014,185338,20241014,193422,.,20241119,144105,20241119,144118,-1. Inapplicable,-1. Inapplicable
140359,ANES2024TimeSeries_20250808,FL,NA,20240814,123711,20240814,134429,.,20241126,081903,20241130,123118,-1. Inapplicable,-1. Inapplicable
140360,ANES2024TimeSeries_20250808,OH,NA,20240808,230722,20240808,235516,.,20241114,073649,20241114,073656,-1. Inapplicable,-1. Inapplicable
140362,ANES2024TimeSeries_20250808,IN,NA,20240905,233354,20240906,003248,.,20241211,004741,20241211,014910,-1. Inapplicable,-1. Inapplicable
140363,ANES2024TimeSeries_20250808,CA,NA,20240814,201539,20240817,180130,.,20241114,125522,20241114,125540,-1. Inapplicable,-1. Inapplicable
140365,ANES2024TimeSeries_20250808,OK,NA,20240808,231306,20240808,235035,.,20241115,123901,20241115,123946,-1. Inapplicable,-1. Inapplicable
140366,ANES2024TimeSeries_20250808,MA,NA,20240921,172857,20240921,191556,.,20241205,161128,20241205,183721,-1. Inapplicable,-1. Inapplicable
140367,ANES2024TimeSeries_20250808,TX,NA,20240810,085405,20240810,104447,.,20241124,194051,20241124,210305,-1. Inapplicable,-1. Inapplicable
140369,ANES2024TimeSeries_20250808,FL,NA,20240929,185246,.,-1,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
140370,ANES2024TimeSeries_20250808,AL,NA,20240815,153546,20240829,202512,.,20241119,230838,20241119,230900,-1. Inapplicable,-1. Inapplicable
140371,ANES2024TimeSeries_20250808,KS,NA,20240820,134519,20240820,162950,.,20250116,193720,20250116,210316,-1. Inapplicable,-1. Inapplicable
140372,ANES2024TimeSeries_20250808,MD,NA,20241010,180042,20241010,185824,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
140373,ANES2024TimeSeries_20250808,MI,NA,20240809,122925,20240809,130045,.,20241114,082026,20241114,082032,-1. Inapplicable,-1. Inapplicable
140374,ANES2024TimeSeries_20250808,WA,NA,20240810,150249,20240810,154830,.,20241119,141528,20241119,141538,-1. Inapplicable,-1. Inapplicable
140376,ANES2024TimeSeries_20250808,IL,NA,20240815,050941,20240815,055121,.,20241122,064436,20241122,084431,-1. Inapplicable,-1. Inapplicable
140377,ANES2024TimeSeries_20250808,NY,NA,20240820,221609,20240820,225657,.,20241113,203005,20241113,203013,-1. Inapplicable,-1. Inapplicable
140378,ANES2024TimeSeries_20250808,IL,NA,20241026,234526,20241101,104055,.,20250214,010935,20250216,175628,-1. Inapplicable,-1. Inapplicable
140379,ANES2024TimeSeries_20250808,MN,NA,20240911,191121,20240911,204530,.,20241128,135612,20241128,160145,-1. Inapplicable,-1. Inapplicable
140381,ANES2024TimeSeries_20250808,OH,NA,20240808,203835,20240808,230823,.,20241121,162802,20241121,175055,-1. Inapplicable,-1. Inapplicable
140384,ANES2024TimeSeries_20250808,AZ,NA,20240819,192732,20240819,201335,.,20241120,111745,20241120,111754,-1. Inapplicable,-1. Inapplicable
140385,ANES2024TimeSeries_20250808,AZ,NA,20240808,195342,20240808,204927,.,20241119,164450,20241119,164503,-1. Inapplicable,-1. Inapplicable
140386,ANES2024TimeSeries_20250808,AL,NA,20240814,103638,20241030,123800,.,20250117,104545,20250117,112649,-1. Inapplicable,-1. Inapplicable
140388,ANES2024TimeSeries_20250808,PA,NA,20240814,071138,20240814,082541,.,20241114,135429,20241114,135436,-1. Inapplicable,-1. Inapplicable
140389,ANES2024TimeSeries_20250808,FL,NA,20241013,192245,20241013,204009,.,20241118,083606,20241118,083624,-1. Inapplicable,-1. Inapplicable
140390,ANES2024TimeSeries_20250808,NJ,NA,20240910,222449,20240910,232818,.,20241121,001537,20241121,005226,-1. Inapplicable,-1. Inapplicable
140391,ANES2024TimeSeries_20250808,FL,NA,20241013,191841,20241013,202546,.,20241229,194723,20241229,210154,-1. Inapplicable,-1. Inapplicable
140392,ANES2024TimeSeries_20250808,PA,NA,20240821,194838,20240821,211705,.,20241129,152054,20241129,162344,-1. Inapplicable,-1. Inapplicable
140394,ANES2024TimeSeries_20250808,IL,NA,20241013,211054,20241103,085507,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
140396,ANES2024TimeSeries_20250808,FL,NA,20240809,145559,20240810,131219,.,20241114,151253,20241114,151314,-1. Inapplicable,-1. Inapplicable
140398,ANES2024TimeSeries_20250808,SC,NA,20240809,201810,20240809,205825,.,20241113,201100,20241113,201123,-1. Inapplicable,-1. Inapplicable
140399,ANES2024TimeSeries_20250808,MI,NA,20240813,175708,20240824,172013,.,20241121,070408,20241121,075751,-1. Inapplicable,-1. Inapplicable
140400,ANES2024TimeSeries_20250808,NH,NA,20240809,092928,20240809,105949,.,20241115,045720,20241115,045739,-1. Inapplicable,-1. Inapplicable
140401,ANES2024TimeSeries_20250808,TX,NA,20240813,205141,20240813,222131,.,20250120,001940,20250120,013620,-1. Inapplicable,-1. Inapplicable
